drug_id,protein_id,affinity
58,148,5.5
58,149,5.4
58,42,6.9
58,87,5.9
58,150,6.3
58,151,6.6
58,152,7.699
58,153,6.3
58,154,6.2
58,155,6.7
58,156,7.1
59,157,5.65
60,35,5.32
60,36,6.02
61,158,8.3
62,159,8.22
63,19,5.908
63,20,6.933333333333334
64,160,7.82
65,44,8.385
66,23,6.32
67,7,6.37
67,8,7.66
67,9,8.74
67,10,8.66
68,53,6.16
68,54,6.9
69,161,7.01
70,95,5.47
70,96,5.22
70,49,4.96
71,44,7.96
71,22,5.45
72,162,5.93
72,163,5.83
72,30,8.42
73,164,5.85
74,165,7.75
75,166,5.36
76,53,5.67
76,54,7.21
77,73,8.3
78,25,6.4
78,27,8.200000000000001
79,167,7.8
79,168,7.82
79,169,7.77
79,170,7.77
80,62,7.0
81,171,7.14
82,102,5.9
82,122,5.3
82,151,7.1
83,25,7.085
83,34,7.555
83,27,8.035
84,8,6.01
84,9,7.51
84,11,6.4
84,10,7.4
85,40,5.52
85,41,4.3
86,33,6.42
86,25,6.78
87,172,6.13
87,25,5.93
87,161,5.69
87,27,7.545714285714285
88,173,7.96
89,8,6.01
89,9,7.33
89,10,7.52
90,174,8.22
91,175,6.08
92,176,5.42
93,177,7.37
94,33,8.52
94,25,7.7
94,34,6.23
94,98,6.9
94,0,5.7
95,178,6.75
96,179,8.745000000000001
97,25,4.7
97,98,5.68
98,174,8.15
99,180,6.39
100,106,5.8
100,87,5.5
100,88,5.5
100,181,4.0
100,182,5.0
101,46,6.4
102,25,7.63
102,26,6.55
102,34,8.13
102,27,8.37
103,25,6.18
103,59,6.53
103,26,6.3
103,183,6.23
103,27,6.66
104,23,6.91
105,109,6.3
105,184,8.2
105,151,6.5
106,3,9.05
106,4,9.0
107,22,5.2
107,23,4.8
108,8,6.1
108,9,7.17
108,11,6.27
108,14,7.11
109,185,5.1
110,7,8.18
110,8,6.59
110,9,8.02
110,10,8.0
111,186,5.85
112,7,8.52
112,8,7.31
112,9,8.09
112,10,8.54
113,187,4.8
113,58,7.13
114,46,8.77
114,47,9.03
115,33,7.869999999999999
116,188,4.6
117,189,7.86
118,46,6.06
118,48,6.12
119,190,9.31
119,191,9.38
120,161,9.1
121,192,7.28
122,193,6.6
123,0,8.57
124,4,8.15
125,194,7.57
126,195,6.15
127,21,5.15
128,196,8.44
129,33,6.875
129,25,8.735
129,34,8.11
129,98,7.92
129,0,7.06
130,35,6.7
130,36,6.57
130,197,6.74
131,198,7.375
132,25,7.715
132,26,7.64
132,27,8.33
133,60,8.4
134,199,5.48
134,200,5.51
134,52,6.1
135,63,5.0
135,64,5.9
135,65,5.4
135,201,5.7
135,101,5.1
135,102,5.8
135,202,5.0
135,68,5.1
135,203,5.4
135,103,5.9
135,104,5.8
135,204,5.5
135,205,5.7
135,106,5.3
135,107,5.3
135,71,5.8
135,19,6.2
135,206,5.7
135,207,5.8
135,108,5.6
135,72,5.1
135,208,5.3
135,109,5.7
135,110,6.1
135,73,5.1
135,111,6.7
135,209,5.8
135,112,5.9
135,113,5.7
135,114,5.5
135,210,6.5
135,211,5.9
135,116,5.0
135,117,5.9
135,20,5.7
135,212,5.3
135,213,5.8
135,119,5.1
135,120,6.6
135,214,5.7
135,74,5.2
135,215,5.1
135,216,5.2
135,217,5.1
135,218,5.5
135,219,5.7
135,220,6.0
135,221,5.1
135,222,5.1
135,223,6.1
135,122,6.0
135,124,7.9
135,76,5.6
135,77,5.7
135,224,5.6
135,225,5.8
135,125,5.5
135,126,5.4
135,78,5.5
135,226,5.8
135,227,5.1
135,128,5.1
135,129,5.1
135,97,5.2
135,228,5.8
135,79,5.5
135,132,5.1
135,134,5.0
135,80,5.3
135,135,5.8
135,229,5.2
135,230,5.2
135,231,5.5
135,137,5.0
135,141,5.8
135,82,5.1
135,232,5.1
135,142,5.9
135,143,5.7
135,184,5.8
135,83,6.0
135,145,5.8
135,159,5.0
135,233,5.1
135,234,5.8
135,84,6.1
135,235,5.2
135,236,5.2
135,237,5.2
135,85,5.2
135,238,5.7
135,239,5.3
135,240,5.8
135,241,5.8
135,242,5.4
135,147,5.9
135,243,5.1
135,149,5.5
135,86,5.0
135,244,5.0
135,245,5.1
135,87,5.1
135,246,5.1
135,247,5.8
135,248,5.1
135,249,5.2
135,250,5.0
135,151,8.201
135,89,5.8
135,251,5.1
135,252,5.8
135,253,5.0
135,182,5.0
135,91,5.5
135,254,5.8
135,152,5.0
135,255,5.0
135,256,5.2
135,93,5.1
135,94,5.3
135,257,5.1
135,258,5.8
135,259,5.4
135,154,5.9
135,260,5.0
135,261,6.8
135,262,5.2
136,7,7.91
136,8,5.5
136,9,6.12
136,10,8.3
137,55,8.85
138,263,6.26
139,264,5.1
140,263,7.0
141,265,7.78
142,266,5.57
143,22,8.33
143,196,5.63
143,23,7.1
144,33,8.73
144,267,8.3
144,50,7.41
144,268,7.25
145,58,9.64
146,56,6.96
147,53,8.0
147,54,7.42
148,8,6.42
148,9,7.02
149,102,5.58
149,269,5.54
150,22,6.28
150,23,6.84
151,270,5.57
152,198,9.535
153,271,6.4
154,7,8.12
154,8,7.48
154,9,8.72
154,10,6.19
155,22,5.62
155,23,5.7
156,272,4.62
157,21,7.1
158,7,8.0
158,8,6.44
158,9,6.77
158,10,8.13
159,7,7.04
159,8,6.99
159,9,8.36
159,11,7.41
160,8,7.01
160,9,4.99
161,35,5.54
161,273,5.7
161,39,5.29
162,22,7.96
162,196,6.77
162,23,7.55
163,44,7.43
164,274,6.57
165,275,6.65
166,44,6.495
167,44,5.7
167,167,5.75
167,276,5.39
167,22,7.55
167,23,7.92
167,47,5.05
168,277,5.52
168,278,6.03
168,279,8.0
168,280,5.68
169,4,6.38
170,281,7.68
171,21,9.74
172,25,6.08
172,34,7.63
172,27,7.55
173,44,6.7
174,53,5.0
174,54,5.52
175,8,5.17
175,9,5.85
175,10,5.72
176,282,8.17
177,219,8.47
178,0,9.64
179,276,10.2
180,22,6.47
180,196,6.49
181,194,6.91
182,263,7.51
183,283,7.42
183,284,10.14
184,198,8.89
185,285,8.635000000000002
186,53,7.4
186,54,7.26
187,168,7.39
188,206,6.17
188,113,5.58
189,7,8.55
189,8,6.31
189,9,7.87
189,10,8.08
190,25,6.08
190,34,7.64
190,27,7.81
191,22,4.51
191,23,6.29
192,286,6.1
193,26,7.11
194,263,7.25
195,47,7.82
195,48,9.59
196,0,7.7
197,166,7.19
198,194,9.0
199,287,5.9125
200,288,7.64
201,98,6.73
201,0,4.84
202,8,5.67
202,9,6.21
202,10,6.7
203,274,7.55
204,96,9.18
205,194,8.31
206,48,6.57
207,25,7.02
207,26,7.77
207,27,9.16
208,22,6.8
208,23,5.85
209,289,4.45
209,290,4.78
209,291,4.49
209,292,4.56
209,25,5.96
209,161,4.75
209,26,8.54
209,267,7.04
209,50,7.27
209,268,7.13
209,27,5.88
210,44,8.62
210,22,6.49
210,196,4.62
210,23,7.18
211,293,4.48
211,294,4.465
212,39,6.97
213,198,7.24
214,44,5.25
214,22,5.75
215,22,8.24
215,23,6.3
216,295,8.1
216,296,7.55
216,297,8.92
217,27,6.6
218,25,6.51
218,34,7.6
218,27,8.15
219,8,6.93
219,9,6.7
220,8,6.89
221,39,8.3
222,194,5.6
223,26,7.24
223,27,5.72
224,49,7.52
224,298,7.62
225,57,6.18
226,299,8.1
227,300,5.43
228,301,5.8
229,283,7.22
229,284,9.55
230,189,5.2
230,197,5.06
231,46,6.78
232,3,6.82
232,4,8.17
233,302,6.79
233,303,7.11
233,304,7.16
234,33,6.85
234,282,7.21
235,25,5.8
235,27,7.3
236,22,8.35
237,164,7.85
237,305,8.54
238,44,7.22
238,22,6.05
238,23,5.8
239,4,6.23
240,25,7.05
241,98,6.7
242,42,8.04
243,44,8.85
243,22,5.0
243,23,5.8
244,8,4.82
244,9,5.39
244,11,4.32
245,176,8.1
246,55,7.6
247,25,5.82
247,59,6.43
247,26,6.02
247,183,5.97
247,27,6.28
248,306,8.22
249,307,8.68
249,308,9.04
250,53,5.55
250,54,6.54
251,3,7.6
252,39,6.53
253,309,7.97
254,96,7.21
255,46,8.23
255,47,7.69
255,48,9.21
256,32,9.96
257,7,7.57
257,9,4.07
257,10,7.43
258,4,9.15
259,25,5.47
260,56,8.3
260,32,7.8
260,57,5.53
261,4,6.52
262,310,5.67
262,311,9.08
263,188,4.63
264,37,7.87
265,24,6.53
265,198,6.73
266,312,4.26
267,313,6.03
267,314,5.93
267,315,5.87
268,316,6.3
269,8,7.41
269,9,8.1
270,317,7.8
271,44,7.83
271,196,7.02
271,23,6.62
272,263,5.64
273,46,6.18
273,47,5.64
274,318,7.5
275,25,6.78
275,34,7.62
275,27,8.12
276,8,6.05
276,9,6.369999999999999
276,13,7.38
276,17,7.385
277,7,5.66
277,10,7.39
278,7,7.58
278,8,8.11
278,9,7.49
278,14,7.4
278,10,6.48
278,16,7.16
279,196,5.44
280,98,6.76
281,7,8.06
281,13,5.76
281,14,9.15
281,17,7.36
282,284,9.62
283,44,8.16
283,22,9.92
283,196,9.77
283,23,8.73
284,25,5.64
284,34,7.17
284,27,7.32
285,96,8.4
286,198,7.9
287,53,6.93
287,54,6.41
288,190,8.1
288,191,8.3
289,162,6.51
289,163,6.0
289,30,5.79
290,25,6.4
290,27,6.9
291,177,6.05
292,46,5.57
292,47,6.8
293,176,8.8
293,96,6.59
294,319,8.7
295,320,7.36
296,1,8.05
296,40,4.83
297,7,8.74
297,8,7.3
297,9,8.15
298,56,6.42
298,32,7.7
298,57,8.26
299,48,7.73
300,321,8.3
301,168,8.59
302,25,6.055
302,26,6.92
302,27,6.07
303,8,7.465
303,9,7.56
303,274,7.42
304,320,6.55
305,322,7.5
306,323,4.975
306,280,6.41
307,59,7.4
307,27,6.66
307,39,7.43
308,322,8.49
309,194,8.4
310,25,8.2
311,53,5.3
311,54,6.72
312,206,6.03
312,113,5.05
313,324,7.05
314,302,7.19
314,303,7.02
314,304,7.92
315,33,6.18
315,25,6.755
315,59,5.55
315,26,6.92
315,27,8.44
316,46,8.0
316,47,7.0
317,25,5.699999999999999
317,27,7.925000000000001
318,46,8.0
318,47,7.0
319,278,7.5
320,44,6.64
321,39,6.1
322,18,6.0
323,3,5.84
324,325,4.49
324,243,5.09
325,33,8.5
325,326,9.4
325,32,7.4
325,327,6.2
326,168,8.23
327,328,5.08
327,329,7.52
328,330,6.42
329,331,5.96
330,177,6.4
331,84,7.96
332,63,5.0
332,64,5.9
332,65,5.4
332,201,5.4
332,101,5.1
332,102,7.0
332,202,5.0
332,68,5.1
332,203,5.8
332,103,5.9
332,69,5.4
332,104,5.8
332,204,6.6
332,205,6.6
332,105,5.2
332,106,5.5
332,107,5.3
332,71,5.8
332,19,6.2
332,206,5.7
332,207,5.8
332,108,6.2
332,72,5.1
332,208,5.3
332,109,6.7
332,110,6.2
332,73,5.1
332,111,6.3
332,209,6.8
332,112,7.2
332,113,5.7
332,114,5.5
332,210,5.7
332,211,6.3
332,116,5.0
332,117,6.1
332,20,5.7
332,212,5.3
332,213,6.1
332,119,5.1
332,120,7.9
332,214,5.7
332,74,6.8
332,215,5.1
332,216,5.6
332,217,5.1
332,218,5.7
332,219,5.7
332,220,7.3
332,221,5.1
332,222,5.1
332,223,6.5
332,122,7.0
332,124,7.4
332,76,5.3
332,77,5.7
332,224,6.6
332,225,5.8
332,125,5.5
332,126,5.4
332,78,5.2
332,226,5.1
332,227,5.1
332,128,5.8
332,129,5.1
332,97,5.2
332,228,6.8
332,79,5.1
332,132,6.4
332,133,5.8
332,134,5.3
332,80,5.2
332,135,5.8
332,332,5.1
332,136,5.0
332,229,5.2
332,230,5.2
332,231,5.1
332,137,5.0
332,141,5.8
332,82,5.1
332,232,5.1
332,142,5.9
332,143,5.7
332,184,5.8
332,83,6.3
332,145,5.8
332,159,5.0
332,233,6.0
332,234,5.8
332,84,6.5
332,235,5.1
332,236,5.5
332,237,5.2
332,85,5.2
332,333,5.6
332,238,5.7
332,239,5.3
332,240,5.8
332,241,5.8
332,242,5.4
332,243,5.1
332,149,6.2
332,86,5.0
332,244,5.0
332,245,5.7
332,87,5.2
332,246,5.1
332,247,5.8
332,248,5.7
332,249,7.4
332,250,5.0
332,151,8.398
332,88,5.0
332,89,5.8
332,251,5.3
332,252,5.8
332,253,5.0
332,182,5.6
332,91,6.5
332,254,5.8
332,334,5.1
332,152,5.4
332,255,6.3
332,256,5.2
332,93,5.1
332,94,5.0
332,257,5.1
332,258,5.8
332,335,7.5
332,259,5.4
332,260,5.0
332,261,7.699
332,262,5.2
333,22,6.74
333,23,7.28
334,7,7.97
334,10,7.75
335,53,5.91
335,54,6.25
336,58,5.48
337,0,7.3
338,336,5.4
339,33,7.96
340,287,5.04
341,34,9.14
341,35,6.21
341,337,6.2
342,275,6.15
343,180,7.11
343,338,7.28
343,339,7.38
343,340,7.07
344,341,8.82
345,22,6.05
346,327,5.5
347,162,7.37
347,30,7.2
347,24,5.970000000000001
347,198,7.125
348,302,6.89
348,303,7.14
348,304,7.13
349,24,6.42
350,35,6.64
351,22,6.31
351,196,7.41
352,342,5.27
353,22,5.87
353,23,5.13
354,177,6.21
355,27,7.4
356,32,7.8
356,198,8.77
357,7,8.8
357,8,8.18
357,9,8.92
357,10,8.22
358,174,7.96
359,46,7.35
359,317,8.85
360,343,5.3
361,311,7.2
362,7,8.07
362,8,7.03
362,9,7.75
362,10,8.07
363,33,7.92
363,25,8.0
363,34,7.29
363,98,7.72
363,0,6.75
364,64,8.796
364,103,7.4
364,204,8.102
364,105,7.2
364,106,7.0
364,107,6.0
364,116,5.7
364,119,6.8
364,215,7.4
364,124,6.7
364,225,5.8
364,78,5.9
364,128,8.398
364,97,6.3
364,130,8.201
364,131,8.398
364,133,7.5
364,135,5.5
364,137,8.699
364,83,6.4
364,233,6.3
364,84,8.301
364,237,5.6
364,85,9.097
364,241,8.301
364,243,7.0
364,248,6.3
364,91,8.201
364,152,8.796
364,259,7.6
364,261,6.8
365,344,6.36
366,206,6.79
367,345,7.27
368,10,7.56
369,196,8.66
370,162,6.9
370,25,7.21
370,30,7.16
370,59,7.2
370,98,7.89
370,337,9.37
370,27,7.08
371,177,6.63
372,346,5.09
372,336,6.14
373,167,8.52
373,168,6.64
373,169,7.96
373,170,7.92
374,347,6.43
375,95,6.72
375,96,4.89
375,348,5.77
375,349,5.64
375,350,7.14
376,25,7.21
377,344,7.07
378,351,8.52
379,44,8.48
379,22,5.68
379,23,6.92
380,188,5.19
381,3,6.74
381,4,8.36
382,6,6.09
382,352,5.69
383,7,7.64
383,8,5.93
383,9,7.24
383,10,7.66
384,353,6.07
384,55,6.51
385,354,6.71
386,124,5.55
386,355,5.82
387,3,7.555
387,4,9.783333333333331
388,25,6.96
388,267,8.426666666666668
388,50,8.316666666666666
388,268,6.830000000000001
389,53,5.75
389,54,6.24
390,7,7.48
390,8,5.13
390,9,6.04
390,10,7.44
391,49,6.13
392,6,8.62
392,343,6.06
392,356,6.83
392,352,6.04
393,168,8.32
394,3,5.72
394,4,5.75
395,33,8.12
395,25,7.66
395,34,11.0
395,327,6.05
396,336,7.32
397,53,8.41
398,58,9.11
399,50,7.39
400,337,9.1
401,4,7.75
402,3,6.34
403,270,6.9
404,188,4.19
405,33,7.545
406,25,5.5600000000000005
406,26,8.19
406,27,5.21
407,46,6.57
407,48,5.84
407,317,7.8
408,46,8.0
408,47,7.0
409,295,6.84
410,357,8.76
411,53,6.22
411,54,7.25
412,176,4.49
413,96,8.55
414,358,7.7
415,39,8.55
415,198,7.08
416,8,8.4
416,9,8.0
417,44,8.43
417,22,5.42
417,23,6.15
418,359,5.79
418,43,6.53
419,7,6.3
419,8,7.05
419,9,8.62
419,14,6.71
420,360,6.27
420,361,6.06
421,9,8.59
421,13,5.41
422,95,4.87
423,362,6.39
423,363,7.3
424,25,7.0
424,46,4.66
424,27,7.59
425,25,5.53
425,34,7.36
425,27,7.16
426,102,8.102
426,154,7.6
427,103,5.3
427,106,5.3
427,107,5.3
427,109,5.2
427,110,5.2
427,116,5.2
427,75,5.4
427,125,5.3
427,129,5.4
427,130,5.4
427,135,5.3
427,140,5.4
427,81,6.4
427,141,5.2
427,142,5.2
427,87,5.2
427,154,5.2
427,155,5.4
428,46,6.94
428,47,5.4
428,48,6.48
429,39,7.84
430,7,6.25
430,10,6.14
431,36,6.300000000000001
432,5,6.0
433,46,6.97
433,317,7.74
434,194,7.01
435,295,4.35
435,364,5.62
436,232,6.06
437,198,8.41
438,365,4.8
438,366,4.88
439,0,7.77
440,367,6.095
441,168,7.35
442,368,8.12
443,44,7.64
443,22,7.32
443,196,7.17
443,23,8.4
444,284,8.43
445,285,8.01
446,276,6.6
447,0,8.43
448,25,8.25
448,26,6.09
448,27,9.48
449,369,7.72
450,327,7.21
450,198,8.47
451,284,5.64
452,116,10.7
452,246,10.4
452,258,9.96
453,370,6.28
454,44,7.16
454,22,5.21
454,23,5.41
455,276,8.31
456,46,5.08
456,317,6.33
457,46,7.79
457,47,6.37
457,48,8.46
458,173,5.15
459,358,8.3
460,62,7.84
461,177,8.02
462,3,6.66
463,8,5.43
463,9,5.17
463,11,5.14
463,14,7.34
464,44,5.34
465,301,6.0
466,287,5.7
467,274,7.24
468,3,8.89
469,25,6.359999999999999
469,26,7.77
469,27,6.07
470,177,7.32
471,26,7.38
472,151,4.7
473,95,8.14
473,96,5.75
473,371,4.82
473,186,4.82
474,53,5.62
474,54,6.47
475,63,5.0
475,64,5.9
475,65,5.4
475,201,7.2
475,101,5.2
475,202,5.0
475,68,5.1
475,203,5.4
475,103,5.5
475,69,5.2
475,104,5.6
475,204,5.4
475,205,5.7
475,105,5.2
475,106,7.0
475,107,5.3
475,71,5.8
475,19,8.495
475,108,7.1
475,72,5.1
475,208,7.3
475,109,8.398
475,110,6.6
475,73,5.1
475,372,5.7
475,209,8.0
475,112,8.495
475,113,5.6
475,114,7.801
475,210,5.7
475,115,8.886
475,116,5.2
475,117,6.8
475,20,7.2
475,212,5.3
475,118,8.602
475,213,7.4
475,119,5.4
475,214,6.2
475,74,7.2
475,215,5.1
475,216,5.2
475,217,5.1
475,218,5.9
475,121,7.5
475,220,8.201
475,221,5.1
475,222,5.1
475,75,5.4
475,223,8.201
475,123,5.6
475,76,5.3
475,224,7.2
475,225,5.8
475,125,5.4
475,126,5.4
475,78,5.3
475,226,5.1
475,227,5.1
475,127,6.7
475,128,5.2
475,129,5.2
475,97,5.3
475,130,5.4
475,131,5.9
475,228,8.0
475,79,5.1
475,132,5.5
475,133,5.6
475,134,5.9
475,80,5.2
475,135,5.3
475,332,5.1
475,136,5.4
475,229,5.2
475,230,5.2
475,231,5.1
475,137,5.2
475,138,5.9
475,139,5.6
475,140,6.7
475,81,6.5
475,141,5.7
475,82,5.1
475,232,5.1
475,142,6.6
475,143,6.0
475,144,6.9
475,83,6.9
475,145,5.7
475,159,5.0
475,233,7.0
475,234,5.8
475,84,6.4
475,235,5.1
475,236,5.2
475,237,5.2
475,85,5.4
475,238,5.7
475,239,5.3
475,146,6.2
475,240,5.8
475,241,5.8
475,242,5.4
475,147,7.801
475,243,5.1
475,148,5.4
475,149,7.2
475,86,5.0
475,42,6.3
475,244,5.0
475,245,5.1
475,87,5.2
475,246,5.1
475,150,5.6
475,247,5.8
475,248,6.8
475,249,6.5
475,250,5.0
475,88,5.1
475,89,5.8
475,251,5.3
475,252,5.8
475,253,5.0
475,182,7.0
475,91,5.5
475,254,5.8
475,334,5.5
475,152,5.2
475,255,5.1
475,256,5.2
475,93,5.1
475,94,5.0
475,257,5.1
475,258,5.8
475,259,5.4
475,153,5.5
475,154,5.9
475,155,5.4
475,260,5.0
475,156,5.6
475,262,5.2
476,198,7.07
477,107,6.62
478,285,8.21
479,162,6.77
479,25,6.47
479,59,8.8
479,26,5.74
479,183,7.42
479,34,7.86
480,63,7.3
480,64,8.301
480,201,5.4
480,101,5.7
480,202,6.0
480,68,6.0
480,203,5.9
480,103,6.8
480,69,7.2
480,104,6.6
480,105,8.201
480,106,7.2
480,107,6.5
480,71,5.8
480,19,6.2
480,206,5.7
480,207,5.8
480,108,6.4
480,72,6.8
480,208,6.3
480,109,6.6
480,110,6.1
480,73,8.201
480,372,5.7
480,111,7.0
480,112,5.9
480,113,5.7
480,114,5.5
480,210,5.7
480,211,5.9
480,116,6.6
480,117,5.4
480,20,5.7
480,212,7.0
480,213,6.0
480,119,7.3
480,120,6.4
480,214,5.7
480,74,6.3
480,216,7.3
480,217,5.8
480,218,5.5
480,219,6.1
480,221,5.9
480,222,5.4
480,122,5.1
480,124,7.2
480,76,7.5
480,77,5.7
480,224,6.3
480,225,5.8
480,125,7.0
480,126,6.9
480,78,7.3
480,226,7.6
480,227,6.1
480,128,8.301
480,129,6.8
480,97,6.7
480,130,8.398
480,228,5.8
480,79,6.9
480,132,8.301
480,133,8.201
480,134,5.0
480,80,5.7
480,135,6.4
480,332,5.1
480,229,6.1
480,230,5.6
480,231,6.8
480,82,7.6
480,232,8.495
480,142,5.9
480,143,5.7
480,184,6.2
480,83,7.3
480,145,6.9
480,159,5.1
480,233,7.4
480,234,6.4
480,235,7.1
480,236,8.398
480,85,8.495
480,333,5.6
480,238,7.0
480,239,5.9
480,241,6.9
480,242,5.4
480,147,7.0
480,149,5.3
480,86,5.0
480,87,6.5
480,246,6.7
480,247,5.8
480,248,6.6
480,249,5.6
480,250,5.3
480,151,5.7
480,88,6.2
480,89,6.1
480,251,6.0
480,252,7.2
480,253,7.6
480,182,6.4
480,91,7.801
480,254,5.8
480,334,5.1
480,255,6.6
480,256,7.0
480,93,5.8
480,94,7.3
480,257,5.1
480,258,6.3
480,259,7.5
480,154,5.9
480,260,6.2
480,261,7.6
480,262,7.3
481,18,6.13
482,373,8.33
483,40,5.81
483,41,5.97
484,317,8.36
485,374,7.62
485,375,7.38
485,376,8.29
486,263,8.51
487,187,6.14
487,58,5.77
488,377,7.57
489,98,8.38
489,197,7.65
490,3,8.52
490,4,6.25
491,194,6.52
492,21,8.75
493,344,7.64
494,320,7.96
495,58,5.5
496,47,7.0
497,35,6.6
497,36,6.32
498,46,8.4
498,317,7.53
499,46,7.08
499,39,7.47
500,40,7.55
501,6,6.12
502,7,7.55
502,8,7.0
502,9,7.85
502,10,7.29
503,19,9.22
504,288,6.05
505,27,8.48
506,177,6.96
507,177,6.72
508,285,8.96
509,351,8.6
510,62,6.5
511,3,5.03
512,263,5.13
513,52,5.4
514,198,8.38
515,378,5.11
515,58,6.96
516,96,7.62
517,33,7.9
517,267,7.82
517,50,8.3
517,268,7.0
518,164,5.07
518,305,9.1
518,379,6.09
519,280,5.846666666666667
520,114,6.74
521,22,6.93
521,23,6.56
522,198,8.64
523,368,7.82
524,102,6.676666666666667
525,368,5.61
526,275,6.8
527,4,6.17
528,380,5.16
529,45,5.28
530,3,5.85
530,4,5.76
531,22,7.96
531,23,5.73
532,46,8.0
532,47,7.0
533,25,7.39
533,26,6.31
533,27,8.3
534,25,6.87
534,26,7.795
534,32,7.6
534,98,6.955
534,337,6.6
534,27,7.29
534,36,7.29
535,95,5.36
535,96,9.64
536,381,3.84
537,10,6.71
538,25,8.24
539,34,9.17
539,35,7.31
539,327,5.61
540,46,6.16
540,48,5.43
540,359,6.94
540,43,6.01
541,33,6.1
541,25,5.56
541,98,7.36
541,0,5.66
542,330,7.75
543,46,6.07
543,47,6.64
543,48,5.82
544,60,5.43
545,99,6.46
545,100,6.46
546,0,8.22
547,324,6.7
548,363,7.62
549,265,6.615
550,5,8.15
551,33,6.04
551,98,7.63
552,163,4.8
552,30,4.77
553,198,8.0
554,34,8.72
554,35,6.65
555,336,8.6
556,19,7.96
557,22,6.83
557,23,7.78
558,8,6.87
558,9,8.08
558,10,7.88
559,3,8.14
560,301,5.2
561,355,10.89
562,382,5.75
563,383,8.48
564,44,5.47
565,384,4.48
566,33,6.37
566,385,6.93
567,98,6.25
568,349,5.72
569,8,5.49
569,9,6.13
569,11,6.04
569,12,5.07
570,31,7.62
571,158,6.42
572,3,6.29
572,4,6.57
573,44,6.07
573,22,5.66
573,196,5.0
573,23,5.39
574,7,7.825
574,8,7.715
574,9,8.145
574,10,7.85
575,25,8.24
576,285,7.06
577,56,5.74
577,32,7.3
577,57,5.65
578,164,7.89
579,158,7.2
580,0,9.0
581,0,9.52
582,267,8.41
583,386,6.62
584,387,7.8
585,25,4.1
585,27,6.57
586,330,6.62
587,168,9.3
588,388,8.86
588,389,9.02
589,24,4.17
590,317,5.5
591,198,8.11
592,337,8.12
593,22,8.19
594,390,9.065
595,0,7.92
596,287,5.35
597,198,7.48
598,323,8.62
598,391,7.44
599,54,9.28
600,25,6.890000000000001
600,267,8.040000000000001
600,50,7.925000000000001
600,268,6.175
601,336,5.35
