drug_id,smiles
35,NCCCCCn1c(SCCc2c[nH]c3ccccc23)nnc1-c1ccc2ccccc2c1
36,O=C(c1ccccc1-c1ccccc1)N1CC2CN(c3nccc(-c4cccs4)n3)CC2C1
37,CC(C)(C)C(=O)Nc1ncnc2c1cnn2CCCCN1CCC(C(C)(C)C)CC1
38,Cc1cc(-c2nnn(CC3CCC(CO)CC3)n2)cc(C(=O)NCc2ccc(F)c(C(F)(F)F)c2)n1
39,CN1Cc2ccccc2C(c2ccc3[nH]ccc3c2)C1
40,COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1
41,O=C(O)c1sc2cc(Cl)ccc2c1Cl
42,CC(C)CN1CCOC2c3cc4c(cc3CCC21)CCO4
43,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O
44,O=C(NN1c2ccc(Cl)cc2N=C(N2CCN(Cc3ccc4c(c3)OCCO4)CC2)c2ccccc21)c1ccccc1Cl
45,Cn1c2c(c3cc(S(=O)(=O)c4ccccc4)cc(OCc4ccccc4)c31)C1CCC(C2)N1
46,CCNC(=O)C1OC(n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc(Cl)cc5)cc4)ncnc32)C(O)C1O
47,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1cccnc1Oc1cccc2c1CCN(Cc1ccccn1)C2
48,O=C(CNc1ccccc1Cc1ccccc1)NN=Cc1ccncc1
49,Cc1ccc(CC(=O)N2CCC3(CC2)CN(C2CCc4cc(-c5ncccn5)ccc42)C3)nc1
50,N=C(N=c1[nH]c2ccccc2s1)NC(=O)Cn1c(O)c2c(c1O)CCCC2
51,COc1cc(-c2[nH]nc3ccnc(OC)c23)ccn1
52,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
53,O=C(Nc1cc2ccc(-c3cc(CO)ccc3Cl)cc2cn1)C1CC1
54,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Cc3ccc(-c4ccccc4CN4CCCC4)cc3)cc12
55,CNC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1
56,O=C(CCCCCN1CCC(c2ccccc2)CC1)n1c2ccccc2c2ccccc21
57,CNC(=O)N=C(N)NCCCCN1CCCCCCOc2ccccc2CN=C(N)NC1=O
58,NC(=O)c1ccc2nc(-c3ccc([N+]([O])=O)o3)cn2c1
59,COc1ccc(C2(C(=S)NCCCn3ccnc3)CCCCC2)cc1
60,CN1C(=Cc2c[nH]c3ccccc23)C(=O)N=C1N
61,CN(C)c1ccc(C#Cc2ccc(OCCOCCF)cc2)cc1
62,CC(Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]cc(Cl)c2n1
63,Fc1ccc(C(Cl)Cn2ncc3c(Nc4cccc(F)c4)ncnc32)cc1
64,COc1cc(C)c2nc3[nH]nc(C)c3c(N3CCCNCC3)c2c1
65,C#CCn1c(=O)c2c(nc3cc(OC)ccn32)n(Cc2ccccc2)c1=O
66,N#Cc1c(N)nc(SCC2=NCCN2)c(C#N)c1-c1ccc(OCC2CC2)cc1
67,COc1ccc(CNc2ccc(S(N)(=O)=O)cc2)cc1
68,O=C1N(Cc2cc(F)cc3c2OCOC3)CCCC12CCN(c1cnc3ccccc3n1)CC2
69,NCCCCCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1
70,COC(=O)Nc1ccc(S(=O)(=O)C(C)C)c(C2CCCN2C(=O)C(Nc2ccc3c(N)nccc3c2)c2ccccc2)c1
71,CNC(=O)C12CC1C(n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCC(=O)OC)nc31)C(O)C2O
72,Cc1nc2ccccc2c(Nc2ccc(N3CCN(C)C(C)(C)C3)cc2)c1CO
73,NCCCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(N)=O
74,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)C(N1CCC(C(F)(F)F)CC1c1cnccn1)CCO2
75,CONC(=O)C(O)C(Cc1ccccc1)NC(=O)c1ccc(O)n1Cc1ccccc1
76,Cc1ccc(-c2sc(C)nc2C(=O)N2CCC3CN(c4nc(C)cc(C)n4)C3C2)cc1
77,COc1cc(F)c(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
78,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1
79,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
80,CCC(C)C1NCCOc2ccccc2C=CCNC(=O)C(Cc2ccsc2)NC(=O)C2(CCCC2)NC1=O
81,O=C(C(=O)c1cc(Br)ccc1O)c1cc(Br)ccc1O
82,CCCCN1CCN(c2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cn2)CC1
83,CC(C)C(O)C(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1
84,CN(C)C=Nc1ncnc2c1ncn2CC(=O)Nc1ccc(S(N)(=O)=O)cc1
85,COc1ccc(C2CC(c3ccccc3)=NN2C(=O)Cn2c(=O)oc3ccc(Cl)cc32)cc1OC
86,COc1ccc(CN2CC=C(c3c[nH]c4ccc(OC(C)C)cc34)CC2)cc1
87,Cc1ncoc1-c1nnc(SCCCN2CCC3(CC3c3ccccc3)C2)n1C
88,CCCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(N3CCC(CCOC)CC3)cc(-c3ccccc3)n2)CC1
89,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)c(F)c1
90,O=C(c1ccc(F)c(O)c1)c1ccc2ccccc2c1
91,CN(C)c1ccc(Nc2ccccc2C(=O)O)c(-c2ccccc2)c1Cl
92,CCOC(=O)COc1cccc(-c2ccc3sc(C(=N)N)cc3c2)c1
93,CC(C)CN1CC(C(=O)N2CCN(c3c(F)cccc3C(N)C(C)C)CC2)C(c2ccc(Cl)cc2)C1
94,COc1ccccc1N1CCN(CCCCCN2C(=O)c3ccccc3S2(=O)=O)CC1
95,CSc1sc(C(=N)N)cc1S(=O)(=O)c1cc(Br)c2ncn(-c3ccccc3)c2c1
96,COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc(C(OC)C3CCN(C(=O)CO)CC3)c(Cl)c2C1=O
97,CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(Cc3ccccc3)CC2)C1=O
98,O=C(c1ccc(F)c(O)c1)c1cccc(-c2cccc(O)c2)n1
99,N=C(N)NC1CC(N=C(N)N)C(Oc2ccc(N=C(N)N)c3ccccc23)CC1Oc1ccc(N=C(N)N)cc1N=C(N)N
100,O=c1[nH]c2ccccc2n2cc(-c3ccc(Cl)cc3)cc12
101,C1=C(CCNCc2ccc(N3CCCc4ccccc43)cc2)CCCC1
102,Cc1c(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nnn1Cc1ccccc1
103,CCOc1ccc(F)cc1C1CC1CNCCCSc1nnc(-c2ccccc2)n1C
104,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(OCC(=O)N4CCN(Cc5ccccc5)CC4)cc3)nc2c1=O
105,CS(=O)(=O)N1CCOC(CNc2nc(Cc3ccccc3)cc(Nc3cc(-c4ccco4)[nH]n3)n2)C1
106,CSC(=S)N1CC2(CCCCC2)COC1=Nc1cc(C(C)(C)C)no1
107,CCCn1c(=O)c2c(nc3cc(OC)ccn32)n(CCCNC(=O)c2ccc(S(C)(=O)=O)cc2)c1=O
108,Cc1sc(-c2noc(N)c2S(N)(=O)=O)cc1S(N)(=O)=O
109,O=c1[nH]cnc2c1ncn2CC(CO)n1cc(P(=O)(O)O)nn1
110,NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)c(Cl)c1
111,CN(C)CCNC(=O)NCc1cccc(-c2cc(CC(=O)O)cc(-c3cc4nc(N)ccc4[nH]3)c2O)c1
112,NS(=O)(=O)c1ccc(NCc2ccccc2O)cc1
113,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCC[S+]3O
114,Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2ccccc2CC1C(=O)NCC(=O)N(c1ccccc1)c1ccccc1
115,Fc1ccc2c(C3CCC(N4CCN(c5cccc6[nH]ccc56)CC4)CC3)c[nH]c2c1
116,CCC(=O)N=CC(=O)N1CCN(C(=O)c2cccc3ccccc23)CC1
117,NCCCCCCCNc1c(NCCCOc2cccc(CN3CCCCC3)c2)c(=O)c1=O
118,Cc1[nH]c2ccc(Cl)cc2c1C1CCN(Cc2cccc3ccccc23)CC1
119,CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2Cl)s1)C(=O)NCP(=O)(O)O
120,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CNCC(O)c2ccc(O)c3[nH]c(=O)ccc23)cc1
121,COc1cc(C=CC(=O)c2cc(Cl)ccc2Cl)ccc1O
122,COc1ccc(-c2c(C)nn3c(NC(C)Cc4nnc(C)o4)cc(C)nc23)c(C)c1
123,Cc1c(OS(=O)(=O)c2ccc3ccccc3c2)cccc1C1CCNCC1
124,CCCCCN1N=C(C(=O)NC2C3CC4CC(C3)CC2C4)CC1c1ccccc1
125,COc1cnc(Oc2c(C3CCC3)ccc(-c3cnc(N)cn3)c2F)nc1
126,CC(C)CC1CSC(=Nc2ccc(CCNc3nc4ccccc4s3)cc2)N1
127,CC(C)CC1NC(=O)C(Cc2ccoc2)N(C)C(=O)C(C(C)C)NC(=O)C(Cc2ccoc2)N(C)C1=O
128,CCCn1c(=O)c2[nH]c(-c3ccc(C=CC(=O)Nc4ccccc4C(C)=O)cc3)nc2n(CCC)c1=O
129,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCC(c2noc3cc(F)ccc23)CC1
130,NC1=NC(=O)C(Cc2c[nH]c3cc(Br)ccc23)=N1
131,CC(=O)c1cccc(-c2ccc3c(c2)CCC24CN(C)CC2CCC34)c1
132,COc1ccccc1N1CCN(CCCCNC(=O)c2cc(C)ccc2C)CC1
133,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cccc12
134,NCCCc1nc(-c2c[nH]c3ccccc23)cn2cc(-c3ccccc3)nc12
135,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccccc4C(F)(F)F)cc3)c12
136,CCCCCc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1
137,Cc1cc(-c2nnn(CC3CCC(C(=O)O)CC3)n2)cc(C(=O)NCc2ccc(F)c(O)c2)n1
138,Cc1cc(C)c(C(=O)Nc2ccc(Cn3nc(C)c(CC(=O)O)c3C)cc2)c(C)c1
139,Cc1ccc2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC(C)(C)C(=O)Nc4ccccc4)c3Cl)c2n1
140,O=C(O)COc1ccc(Cl)cc1C#Cc1ccc(F)cc1F
141,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4ccc(F)cc34)c12
142,O=C(NCc1cccc(-c2cccc(-c3cc4cnccc4[nH]3)c2O)c1)Nc1ccccn1
143,Cn1c(-n2nccn2)nc2c(N)nc(CCc3ccccc3)nc21
144,c1ccc(OCCNCC2CCOC(c3ccccc3)(c3ccccc3)O2)cc1
145,CC1CC=C(F)C(CO)N2CCC2CN2CC3(CCCc4cc(Cl)ccc43)COc3ccc(cc32)C(=O)NS(=O)(=O)C1C
146,CNCCC(Oc1cccc2ccccc12)c1ccccc1C
147,CCOc1ccc2ccccc2c1C(=O)N1C2CCC1C(COc1ccccn1)C2
148,CC(=O)C(=NNc1cccc(-n2nc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)c(C(=O)O)c2-c2ccccc2)c1)C(=O)OC(C)(C)C
149,O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)c1ccc(N2CCCCC2)cc1
150,Nc1nc(-c2ccccc2)cn2cc(-c3ccco3)nc12
151,COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)N(c1ccccc1)c1ccccc1
152,Cc1nc(C)c(-c2ccc3cc(CCN4CCCC4C)ccc3n2)cc1C#N
153,NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1NC=O
154,NS(=O)(=O)c1ccc(-n2cc(-c3nc4ccccc4[nH]3)c(-c3ccc(Br)cc3)n2)cc1
155,CCCn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN3CCCC3)cc2)n(CCC)c1=O
156,CC1CCN(c2ccc([N+](=O)[O-])c3cccnc23)CC1
157,COc1cc(C)c(S(=O)(=O)NC(Cc2ccc(Cl)cc2)C(=O)NC2CC3CCC(C2)N3C)c(C)c1C
158,NS(=O)(=O)c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1
159,NCCNC(=O)c1ncc(-c2ccc(S(N)(=O)=O)cc2)o1
160,O=C(Nc1n[nH]c(=S)s1)c1ccccn1
161,OC1C(O)C(n2cnc3c(NC(C4CCCC4)C4CCCC4)nc(Cl)nc32)C2CC12
162,N#Cc1c(-c2ccccc2)cc(-c2ccco2)nc1N
163,OC1C(O)C(n2cnc3c(NCCc4ccccc4)nc(C#Cc4ccccc4Cl)nc32)C2CC12
164,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCCC3)c1)C2
165,COc1ccc(C(C)N2C(=O)c3cccc(N4CCN(C(C)c5ccccc5)CC4)c3C2=O)cc1OC
166,NC(=O)NC1C(CO)OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C1O
167,Clc1cc2c(NC3CCCC3)nnc(-c3ccncc3)c2cc1Cl
168,Cc1cccc(C=CC(O)c2ccccc2C=CC(=O)O)c1OCc1c(Cl)cccc1Cl
169,CCn1cc(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccccc1
170,O=C(Nc1nccs1)N1CCC(c2nc(C3=NOC(c4ccccc4)C3)cs2)CC1
171,CN(C)C1CCC(NC(=O)C(Cc2ccc(Cl)cc2)NC(=O)Cc2ccc(Cl)cc2)CC1
172,O=CNC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1
173,CCCn1c(=O)c2c(nc3n(CC)c(C)cn23)n(Cc2ccccc2)c1=O
174,Cc1nccc(N2CC3CN(C(=O)c4ccccc4-n4nccn4)CC3C2)n1
175,CCOC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c2nc3nc(-c4cccs4)cc(-c4ccccc4)c3c(=O)n12
176,CC1COCC(C)N1c1nc2c(C(=O)NC3CN4CCC3CC4)cccc2o1
177,CNc1cc(Nc2cccn(-c3cccc(F)n3)c2=O)nn2c(C(=O)NC3CC3F)cnc12
178,COc1cc(S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc2c3c(oc12)CCNC3
179,CS(=O)(=O)N1CCC(NC2CC(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)CNC2=O)CC1
180,CCCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CCCOC)c1=O
181,Nc1cnc(-c2ccc(C3CCC3)c(OCc3ccncc3)c2F)cn1
182,CC1(C)C(=O)c2ccc(C#Cc3cc(Cl)ccc3OCC(=O)O)cc2S1(=O)=O
183,CCC(=O)NCCCc1cc(OC)ccc1C#Cc1cccc(OC)c1
184,O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CCC2)CC1
185,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccc(Cl)cc1)S(=O)(=O)c1ccc(F)cc1)c1ccc(NS(C)(=O)=O)c(F)c1
186,Cc1ccc(-n2nccn2)c(C(=O)N2CC3CN(c4nccc(-c5ccccc5)n4)CC3C2)c1
187,Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)N2CCCn3nccc32)cn1
188,O=[N+]([O-])c1ccc2oc3nccc(NCc4cccc(Br)c4)c3c2c1
189,NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2nnc(S(N)(=O)=O)s2)CC(=O)O)CC(=O)O)s1
190,CCCC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1
191,COc1nc(N)c(C#N)c(-c2ccc3c(c2)OCO3)c1C#N
192,CN(C(=O)CN(C)S(=O)(=O)c1ccc(F)cc1)c1ccc(C(=O)NO)cc1
193,Cc1cccc(CN2CCC(NC(=O)c3cccc4ccccc34)CC2)c1
194,Cc1nn(Cc2ccc(C=Cc3ccc(C(F)(F)F)cc3)cc2)c(C)c1CC(=O)O
195,O=C(NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5)c1ccc2ccccc2n1
196,CC1=C(CO)Oc2cccc3c2c1cn3S(=O)(=O)c1cccc2ccccc12
197,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCCC(=O)N1Cc1ccccc1
198,Nc1cnc(-c2ccc(-c3ccccc3S(=O)(=O)NC(CO)Cc3ccccc3)cc2F)cn1
199,Cc1cc(Cc2ccc(O)cc2)n(O)c(=O)c1
200,COC(=O)c1c(F)cccc1-c1ccc(CNc2ccc(C(=O)N3CCN(S(C)(=O)=O)CC3)cn2)c(F)c1
201,CCN(CCCCN1CCC2CCCCC2C1)S(=O)(=O)c1cnc2ccccc2c1
202,Cc1c(C(=O)NCCN2CCOCC2)cc(-c2ccccc2)n1-c1ccc(S(N)(=O)=O)cc1
203,COc1cc2cc(C(=O)C3CCC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC
204,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4Cn4ccnc4)cc3F)cc12
205,Cc1ccc(COc2ccc3nc(C4CCCCC4C(=O)O)n(Cc4ccc(N5CC(F)(F)C5)cc4F)c3c2)nc1
206,COc1ccc(C(=O)Nc2cccc(C3CC45CCC3(OC)C3Oc6c(OC)ccc7c6C34CCN(CC3CC3)C5C7)c2)cc1
207,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(Br)ccc3o2)CC1
208,Nc1nc(N)n2nc(-c3ccco3)nc2n1
209,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1
210,CCNC(=O)C1OC(n2cnc3c(NCC)nc(C#CCCCc4ccccc4)nc32)C(O)C1O
211,CN1C(=O)C(CCC2CCCCC2)(CC2CCCN(C(=O)OC(C)(C)C)C2)N=C1N
212,CC(C)CCOc1ccc2c(c1)C1OCCC1C(C1CCCCC1)N2
213,c1ccc2cc(OCCCCCN3CCCCCC3)ccc2c1
214,Cn1cc2c(nc(NCCCCCNC(=S)Nc3ccc(C4c5ccc(O)cc5Oc5cc(O)ccc54)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1
215,Cc1cc(C)n(-c2cc(NC(=O)CN3CCOCC3)nc(-c3ccc(C)o3)n2)n1
216,CNC(=O)C(Cc1ccccc1)NC(=O)C(CCCCOc1ccccc1)CC(=O)NO
217,Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6c(cc5CC4)C(=O)N(C)C6)n3C)cccc2n1
218,O=C(CC1(O)CCOCC1)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1
219,O=C(O)c1ccc(NCc2ccc(O)cc2)cc1
220,Cc1ncc([N+](=O)[O-])n1CCNC(=S)NCCc1ccc(OS(N)(=O)=O)cc1
221,Cc1cc(CCCN2CCOCC2)nn1-c1ccc(Cl)c(Cl)c1
222,CC1COCCN1C(=O)c1ccccc1-c1ccc(-c2cnc(N)nc2)c(F)c1
223,Fc1ccccc1N1CCN(Cc2cccs2)CC1
224,NCC1CCC(C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4c(N)[nH]nc4c3)ccn2)CC1
225,Fc1ccc(C(OC2CC3CCC(C2)N3CCOCCN2CCOCC2)c2ccc(F)cc2)cc1
226,CCN(CC)CCOc1cc(-c2nc(SCC(=O)NC)nc3[nH]cc(C#N)c23)c(Cl)cc1Cl
227,CCOC(=O)C1C(=N)Oc2cc(O)ccc2C1c1ccncc1
228,Fc1cc(Cl)ccc1CN1CCCN(C2C3CC4CC(C3)CC2C4)CC1
229,CCCC(=O)NCCc1cc(-c2cccc(CO)c2)cc2ccc(OC)cc12
230,CCOC(=O)C12CC1C(n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)C1OC(C)(C)OC12
231,CCc1c(O)n(C2CCN(CCCCc3ccc(-c4ccccc4)cc3)CC2)c2ccccc12
232,CSC(=S)N1CC2(CCCCC2)COC1=Nc1cccc2nonc12
233,CC(NC(=O)C(=O)Nc1ccccc1I)C(=O)NC(CC(=O)O)C(=O)COP(=O)(c1ccccc1)c1ccccc1
234,COc1cccc(Sc2ccccc2N2CCNCC2)c1
235,CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)CC12CCC(CC1)C2(C)C
236,COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cn1
237,COc1ccc(NCCNC(=O)C(CC2CCCCC2)NC(=O)c2cccc(-c3ccccc3)c2)cc1
238,CCOC(=O)C(Cc1cc2ccccc2[nH]1)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
239,CC1(C)Oc2cc(C(=O)c3ccccc3)cc(O)c2C2CC(O)CCC21
240,O=C1CCc2ccc(F)cc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1
241,O=S1(=O)c2cccc3cccc(c23)N1CCCCCN1CCN(c2ccccc2)CC1
242,CNc1nc(Nc2cc(F)c(C(=O)N(C)CC(C)(C)O)cc2OC)ncc1C(F)(F)F
243,CNC(=O)C12CC1C(n1cnc3c(NCc4cc(OC)ccc4OC)nc(Cl)nc31)C(O)C2O
244,COc1cccc(NS(=O)(=O)c2ccc(-n3ncc4c3CC(C)(C)CC4=O)cc2)c1
245,Cc1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1
246,COc1ccncc1Oc1ccc(N2C(=O)CCC23C(=O)NC(=O)NC3=O)cc1
247,Cn1c(SCCCNCC2CC2c2cc(F)ccc2OCCF)nnc1-c1ccccc1
248,CC(C)C1NC(=O)C(Cc2ccc(Cl)cc2)NCCOc2ccccc2CCCNC(=O)C(CN=C(N)N)NC1=O
249,Oc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)c3ccc(O)cc3C2)cc1
250,Cc1cc(C(C)C)nc(N2CC3CN(C(=O)c4cc(C(C)C)ccc4-n4nccn4)CC3C2)n1
251,Oc1cccc(N2CCN(c3ncnc4c3nc(-c3ccccc3Cl)n4-c3ccc(Cl)cc3)CC2)c1
252,Cc1cc(OCCn2ccnc2)nn1-c1ccc(Cl)c(Cl)c1
253,COc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCN(C(=O)CN(C)C)CC2)c(=O)n4C)cn1
254,CCOC(=O)C1CCCN(c2ccc(N3CC(CNC(=O)c4ccc(Cl)s4)OC3=O)cc2)C1
255,COC12CCC3(CC1CNC(=O)C(CO)NC(C)=O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
256,COC(=O)C1C(c2ccc(C=CI)cc2)CC2CCC1N2C
257,COC(=O)C1=Cc2cc(C(C)(C)C)ccc2OC(=O)C1
258,CCCSC(=O)C(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21
259,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1O
260,CSc1ccccc1C(=O)N(C1CCCCC1)C1CCNC1
261,CN=C(NS(=O)(=O)N1CCC(C(F)(F)F)CC1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1
