drug_id,smiles
46,Cc1cc(C)c2ccc(NC(=O)[C@H](C)N)nc2n1
47,CCCCOc1ccc(-c2nnc(NC(=O)[C@H](C)N)s2)cc1
48,C[C@H](N)C(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
49,Cc1cc(-c2csc(NC(=O)[C@H](C)N)n2)ccc1Cl
50,Cc1cc(C)c(Cc2[nH]c(NC(=O)[C@H](C)N)nc2C)c(C)c1
51,Cc1sc(NC(=O)[C@H](C)N)nc1-c1ccccc1
52,C[C@H](N)C(=O)Nc1nc(-c2ccccc2)c(C(C)(C)C)s1
53,Cc1nc(NC(=O)[C@H](C)N)sc1-c1ccccc1
54,C[C@H](N)C(=O)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1
55,C[C@H](N)C(=O)Nc1nc(-c2ccc(Br)cc2)c(-c2ccccc2)s1
56,C[C@H](N)C(=O)Nc1nc(-c2ccc(Cc3ccccc3)cc2)c(-c2ccccc2)s1
57,C[C@H](N)C(=O)Nc1nc(-c2cccc(Cc3ccccc3)c2)c(Cc2ccccc2)s1
58,C[C@H](N)C(=O)Nc1nc(COc2ccccc2)c(Cc2ccccc2)s1
59,C[C@H](N)C(=O)Nc1nc(COCc2ccccc2)c(Cc2ccccc2)s1
60,C[C@H](N)C(=O)Nc1nc(COc2cccc3ccccc23)c(Cc2ccccc2)s1
61,C[C@H](N)C(=O)Nc1nc(COc2ccc3ccccc3c2)c(Cc2ccccc2)s1
62,C[C@H](N)C(=O)Nc1nc(COC2Cc3ccccc3C2)c(Cc2ccccc2)s1
63,C[C@H](N)C(=O)Nc1nc2c(ccc3ccccc32)s1
64,C[C@H](N)C(=O)Nc1nc2c(s1)CCc1ccccc1-2
65,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
66,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
67,Cc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)ccc1F
68,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
69,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1
70,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
71,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
72,Cc1cccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c1C
73,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccccc12
74,O=C(O)C(=O)N(c1ccc2ccccc2c1)c1ccccc1C(=O)O
75,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccc(O)cc12
76,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2c1CCCC2
77,CCc1ccccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O
78,CC(C)c1ccccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O
79,O=C(O)C(=O)N(c1ccccc1Cc1ccccc1)c1ccccc1C(=O)O
80,O=C(O)C(=O)N(c1ccccc1CCO)c1ccccc1C(=O)O
81,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1ccccc1N1CCCCC1
82,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1
83,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1
84,Cc1ccc(-n2nc(C(C)(C)CO)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
85,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12
86,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)cc1
87,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)cc1
88,CC(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2ccccc2)n1
89,CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2ccccc2)n1
90,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccncc3)c3ccccc23)cc1
91,C[S+]([O-])c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
92,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)Nc1ccnn1-c1ccccc1
93,CC1(c2cc(NC(=O)Nc3ccc(OCCN4CCOCC4)c4ccccc34)n(-c3ccccc3)n2)CCCCC1
94,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cn1
95,CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(Cc2ccccc2)n1
96,CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(C2CCCCC2)n1
97,CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2cccc(N)c2)n1
98,CC(=O)Nc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)c1
99,CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2ccc(N)cc2)n1
100,CC(=O)Nc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
101,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cn1
102,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CC[S+]([O-])CC3)c3ccccc23)cc1
103,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCCCC3)c3ccccc23)cc1
104,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCNCC3)c3ccccc23)cc1
105,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3C[C@@H](C)O[C@@H](C)C3)c3ccccc23)cc1
106,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3C[C@H](C)O[C@@H](C)C3)c3ccccc23)cc1
107,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCSCC3)c3ccccc23)cc1
108,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3cccnc3)c3ccccc23)cc1
109,COc1ccc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)cc1OC
110,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCn3ccnc3)c3ccccc23)cc1
111,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
112,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
113,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
114,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
115,C[C@H](N)c1nc(C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)O)co1
116,C[C@H](N)c1nc(C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)co1
117,C[C@H](N)c1nc(C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)co1
118,CC[C@@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)c1coc([C@H](C)N)n1)C(=O)O
119,NCC(=O)NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
120,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)cc1
121,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)CN)cc1
122,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)CN)c(OC)c1
123,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](N)Cc2ccccc2)cc1
124,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2)cc1
125,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCN2)cc1
126,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2)cc1
127,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCN2)cc1
128,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2)c(OC)c1
129,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2)c(OC)c1
130,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCNC2)cc1
131,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C2CCCCN2)c(OC)c1
132,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCCN2)cc1
133,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCCN2)cc1
134,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCCN2)cc1
135,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C2CNCCN2)c(OC)c1
136,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C2CCOCC2)cc1
137,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O
138,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO
139,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
140,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
141,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
142,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(N)=S)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
143,CNC(=S)N[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](OC)O[C@@H]2CO)[C@@H]1O
144,C=CCNC(=S)N[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](OC)O[C@@H]2CO)[C@@H]1O
145,CCCCNC(=S)N[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](OC)O[C@@H]2CO)[C@@H]1O
146,CCN(CC)C(=S)N[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](OC)O[C@@H]2CO)[C@@H]1O
147,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)NCCO)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
148,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)NCCCO)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
149,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)Nc3ccccc3)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
150,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)NCc3ccccc3)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
151,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)NCc3cccnc3)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
152,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)NC3CCCCC3)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
153,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)N3CCOCC3)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
154,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)N[C@H]3[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]4[C@H](O)[C@@H](NC(C)=O)[C@H](OC)O[C@@H]4CO)[C@@H]3O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
155,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
156,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](NC(=O)c2ccc(C)cc2)[C@H]1OS(=O)(=O)O
157,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](NC(=O)c2ccc(C)cc2)[C@H]1O[PH](=O)O
158,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](NC(=O)c2ccc(C)cc2)[C@H]1OP(=O)(O)O
159,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](NC(=O)c2ccc(C)cc2)[C@H]1OP(=O)(O)OCc1ccccc1
160,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](NC(=O)c2ccc(C)cc2)[C@H]1OC(C)=O
161,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](NC(=O)c2ccc(C)cc2)[C@H]1OCc1ccccc1
162,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](NC(=O)c2ccc(C)cc2)[C@H]1O
163,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
164,CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1OS(=O)(=O)O
165,CCCCCCCC(=O)[O-]
166,CCCCCCCCCC(=O)[O-]
167,CCCCCCCCCCCC(=O)[O-]
168,CCCCCCCc1ccc(C(=O)[O-])cc1
169,CCCCCC/C=C/c1ccc(C(=O)[O-])cc1
170,CCCCCCCOc1ccc(C(=O)[O-])cc1
171,CCCCCCCOc1ccc(CC(=O)[O-])cc1
172,CCCCCCCOc1ccc(C(=O)[O-])cc1O
173,CCCCCCCOc1ccc(C(=O)[O-])cc1OC
174,CCCCCCCOc1ccc(C(=O)[O-])cc1[N+](=O)[O-]
175,CCCCCCCOc1ccc(C(=O)[O-])cc1Cl
176,CCCCCCCOc1cccc(C(=O)[O-])c1
177,O=C(O)C[S+]([O-])c1ccc2c3c(cccc13)C(=O)c1ccccc1-2
178,O=C1c2ccccc2-c2cc([N+](=O)[O-])c([N+](=O)[O-])cc21
179,O=C(O)CSc1nnc2c3ccccc3c3ccccc3c2n1
180,Nc1nc(Sc2ccc([N+](=O)[O-])c3nonc23)c2[nH]cnc2n1
181,CC(=O)Nc1cc2c(cc1[N+](=O)[O-])-c1ccccc1C2=O
182,O=C1c2ccccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-]
183,O=C1c2cc(F)ccc2-c2cc(F)c([N+](=O)[O-])cc21
184,O=C1C(=O)c2cc([N+](=O)[O-])ccc2-c2ccccc21
185,O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12
186,Cn1cc(C(F)(F)F)nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1
187,N#Cc1ccccc1OCC(O)CNCCNC(=O)Nc1ccccc1
188,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
189,O=C(NCCNC[C@@H](O)COc1ccc(O)cc1)N1CCOCC1
190,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
191,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1
192,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
193,O=C(O)COc1ccc(OCCNC[C@@H](O)COc2ccccc2)cc1
194,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
195,COCCc1ccc(OCC(O)CNC(C)C)cc1
196,CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12
197,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
198,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
199,CC(C)NCC(O)c1ccc2ccccc2c1
200,CC(C)NC[C@H](O)COc1cccc2ccccc12
201,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
202,C[C@H](Cc1ccc2c(c1)OC(C(=O)O)(C(=O)O)O2)NC[C@H](O)c1cccc(Cl)c1
203,C=CCc1ccccc1OC[C@@H](O)CNC(C)C
204,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
205,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
206,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
207,Cc1ccc(OC[C@@H](O)[C@H](C)NC(C)C)c2c1CCC2
208,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
209,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
210,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
211,C[C@]12CCC3c4ccc(O)cc4CCC3C1C[C@@H](O)[C@@H]2O
212,c1ccc(-c2c[nH]cn2)cc1
213,O=C(c1ccc(O)cc1)c1ccc(O)cc1
214,O=C1c2cc(O)ccc2-c2ccc(O)cc21
215,CC12CC(=O)C3c4ccc(O)cc4CCC3C1CCC2=O
216,CC[C@@H](C(=O)Nc1ccncc1)c1ccccc1
217,O=C(Nc1ccncc1)C1(c2ccccc2)CCOCC1
218,Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
219,NCC(=O)N1c2ccccc2SC2C=CC=CC21
220,COc1ccccc1C(CCN)c1ccco1
221,CCC1(C)CC(CCN)(c2ccc(OC)cc2)CCO1
222,O=C(Nc1ccncc1)[C@@H](NS(=O)(=O)c1cccc2nsnc12)c1ccccc1
223,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
224,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CCC4N=O)[nH]2)cc1
225,Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)ccc1Cl
226,CC(COc1nccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CCC4N=O)[nH]2)n1)N(C)C
227,CC(C)(CN)c1nc(-c2ccncc2)c(-c2ccc3c(c2)CCC3N=O)[nH]1
228,O=NC1CCc2cc(-c3[nH]c(C4CCNCC4)nc3-c3ccncc3)ccc21
229,COCCN1CCC(c2nc(-c3ccncc3)c(-c3ccc4c(c3)CCC4N=O)[nH]2)CC1
230,O=NC1CCc2cc(-c3[nH]c(CN4CCOCC4)nc3-c3ccncc3)ccc21
231,O=NC1CCc2cc(-c3[nH]c(C(=O)NCCN4CCOCC4)nc3-c3ccncc3)ccc21
232,CN(C)Cc1cccc(NC(=O)c2nc(-c3ccncc3)c(-c3ccc4c(c3)CCC4N=O)[nH]2)c1
233,CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CCC4N=O)c(-c3ccncc3)o2)cc1
234,CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CCC4N=O)c(-c3ccncc3)[nH]2)cc1
235,CN(C)CCOc1ccc(-c2cc(-c3ccncc3)c(-c3ccc4c(c3)CCC4N=O)o2)cc1
236,CN(C)CCOc1ccc(-c2cc(-c3ccncc3)c(-c3ccc4c(c3)CCC4N=O)[nH]2)cc1
237,O=NC1CCc2cc(-c3cc(C4CCNCC4)oc3-c3ccncc3)ccc21
238,COCCN1CCC(c2cc(-c3ccc4c(c3)CCC4N=O)c(-c3ccncc3)o2)CC1
239,CN(C)CCNC(=O)c1cc(-c2ccc3c(c2)CCC3N=O)c(-c2ccncc2)o1
240,O=NC1CCc2cc(-c3cc(CN4CCOCC4)oc3-c3ccncc3)ccc21
241,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
242,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1
243,O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12
244,[N]C(=O)[C@@H]([C][C][C]N=C([N])[N])[N]C(=O)[C@@H]([C][C][C]N=C([N])[N])[N]C(=O)[C][C][C][C][C][N]C(=O)[C@H]1O[C@@H](n2cnc3c([N])ncnc32)[C@H]([O])[C@@H]1[O]
245,NC(=O)CCCCCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
