drug_id,smiles
30,CCOc1nc(NC(=O)C)cc(c1C#N)N
31,Oc1cccc(c1)Nc1ncnc2c1c(Cl)cs2
32,CNC(=O)C(N(Cc1cc2c(ncnc2cc1OC)Nc1cccc(c1F)Cl)C)C
33,Brc1ccc2c(c1)c(n[nH]2)c1ccccc1
34,COc1cccc(c1)CNC(=O)c1cnc(nc1)c1ccncc1
35,NC(Cc1c[nH]c2c1cccc2)COc1cncc(c1)c1ccc2c(c1)CC(=O)N2
36,O=C1C(=O)C(=C1NCc1ccccc1F)Nc1ccncc1
37,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)c1cnc2n(c1N)ncc2c1cnn(c1)C
38,O=C(Nc1ccccc1)Nc1ccccc1
39,CN1CCN(CC1)c1nc(C=Cc2ccccc2)nc(c1)Nc1n[nH]c(c1)C
40,OCC(CNc1nccc(n1)c1c(nc2n1ccnc2CC1CC1)c1ccc(cc1)F)(C)C
41,c1ccc(cc1)CNc1sc2c(n1)ccc(c2)c1ccncc1
42,Oc1ccc2c(c1)c1c([nH]2)cc(c2c1C(=O)NC2=O)c1ccccc1Cl
43,OCc1ccc(cc1)c1sc(nc1C(=O)O)N1CCc2c(C1)c(ccc2)C(=O)Nc1nc2c(s1)cccc2
44,CN(CC(=O)NC(Cc1c[nH]c2c1cccc2)COc1cncc(c1)c1ccc2c(c1)ccnc2)C
45,CCC1N(C2CCCC2)c2nc(ncc2N(C1=O)C)Nc1ccc(cc1OC)C(=O)NC1CCCCC1
46,Cc1nc2cc(nn2c(c1)C(=O)N)C(C)(C)C
47,CCCCCCCCCCCCCCCCOCC(COCCCCCC[N+](C)(C)C)OC.[Br-]
48,CC(=O)Nc1cccc(c1)CNC1=C(C(=O)C1=O)Nc1ccc2c(c1)cn[nH]2
49,N#CCC(=O)N1CCC(C(C1)N(c1ncnc2c1cc[nH]2)C)C
50,OCc1ccc(o1)C(=O)NN=Cc1cc(C(=O)O)c(c(c1F)F)Nc1ccc(cc1F)I
51,O=C(Nc1cc(ccc1F)C(F)(F)F)Nc1ccc(cc1)c1csc2c1c(N)ncn2
52,COc1ccccc1CNc1ncc(c(n1)NC1CCCC1)C(=O)NC1CCN(CC1)C
53,Nc1nccc(n1)c1sc(nc1C)COc1ccccc1Cl
54,CCCC(=O)Nc1n[nH]c2c1cc(nn2)c1cccc(c1F)F
55,N#CC(=C1NNC(=C1C#N)N)C=C1C=CC(=O)C(=C1)OC
56,NC(=O)c1cccc(c1)c1cnc2c(c1)c(c[nH]2)c1ccccc1
57,NC1C2C1CN(C2)c1nc2c(cc1F)c(=O)c(cn2c1ccc(cc1F)F)C(=O)O
58,CCc1nc(c(s1)c1ccnc(c1)NC(=O)c1ccccc1)c1cccc(c1)C
59,c1ccc(cc1)c1cccc2n1ccn2
60,c1sc2c(-c3[nH]ncc3CC2)c1
61,COc1nccc(n1)c1n(cnc1c1ccc(cc1)F)C1CCNCC1
62,CCOC(=O)CSc1cnc(s1)NC(=O)C
63,N#Cc1ccc(cn1)c1n[nH]c2-c3c(Cc12)ccc(c3)OCCCCN1CCOCC1
64,Fc1ccc(c(c1)F)c1nc2n(c1c1ccc3n(n1)c(nn3)C(C)C)CCC2
65,COc1cccc(c1CNc1nc(NC2CCCCC2)nc2c1cc(Cl)cc2)OC
66,COc1ccc(cc1)C(=O)N1c2ccccc2Sc2c1cncc2Cl
67,O=C(Nc1ccc(c(c1)C)F)Cc1ccc(cc1)c1cccc2c1c(N)n[nH]2
68,O=c1c2CSCc2nc2n1[nH]c(c2)c1ccco1
69,C=C(C(C)C)CCC(C1CCC2C1(C)CCC(=O)C2CCc1cc(O)ccc1C)C
70,NCCOc1cncc(c1)C=Cc1ccncc1
71,O=C(Nc1cccc(c1)C(F)(F)F)Nc1cccc(c1)c1cn2ccnc2c(n1)NCc1ccncc1
72,NC(=O)c1sc2c(c1N)c(nn2C)C
73,Nc1ncnc2c1c(cn2C1CCCC1)c1ccc(cc1)Oc1ccccc1
74,C=CCc1cccc2c1oc(cc2=NO)c1ccccc1
75,O=C(c1ccccc1)Nc1n[nH]c2c1cc(cc2)c1nnn(c1)Cc1ccccc1
76,NCC(c1ccccc1)NC(=O)c1ccc(cc1)c1ccncc1
77,CC(C1CCCCC1)NC1=C(C(=O)C1=O)Nc1ccncc1
78,COC1C(CC2OC1(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O)[N+](CC)(C)C
79,CN1CCN(CC1)c1nc2ccccc2c(n1)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2
80,N#Cc1ccc2c(c1)C(C(=O)N2)c1ccc2c(n1)CCCC2O
81,OCC(CNc1nccc(n1)c1c(nc2n1ccnc2C)c1ccc(cc1F)F)(C)C
82,Ic1ccc(cc1)Oc1cncc2c1cc(s2)c1[nH]oc(=O)n1
83,CCOc1nc(cc(c1C#N)N)C(=O)NCc1ccc(cc1)S(=O)(=O)C
84,Clc1ccc2c(c1)c(=O)c1c(n2O)n(nc1C)c1ccccc1
85,CCCCNc1nc(c(s1)C(=O)c1ccccc1)N
86,O=C(Nc1ccnc2c1cccc2C(F)(F)F)Nc1cccc(n1)C(F)(F)F
87,CCCc1ccc2c(c1)c(ccn2)NC(=O)Nc1cccc(n1)C(F)(F)F
88,O=C(c1sc2c(c1)c([nH]n2)c1ccccc1)NCC1CCCCC1
89,OCCCOc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N
90,N#CCCCCn1nc(c2c1ncnc2N)c1ccc(c(c1)O)F
91,N#Cc1c(N)cc(nc1c1ccccc1)NC(=O)C
92,CCOc1nc(NC(=O)Cc2cc(OC)c(cc2OC)S(=O)(=O)C)cc(c1Cl)N
93,O1CCC(CC1)Cn1nnc(c1)c1ccc2c(c1)cn[nH]2
94,OC(=O)C1CN(C1)Cc1ccc(cc1Cl)OCc1ccccc1
95,O=C1C(=O)C(=C1Nc1ccncc1)NCc1ccc(c(c1)Cl)Cl
96,O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2ccccc2[nH]1
97,Nc1nc(NCc2ccccc2N(S(=O)(=O)C)C)c2c(n1)[nH]cc2
98,Fc1ccc(c(c1)Cl)c1ncoc1c1ccc2n(c1)c(nn2)C(C)C
99,O=C(Nc1cc(C)cc(c1)C)Nc1ccc(cc1)NC(=O)c1csc2c1c(N)ncn2
100,COC(=O)CCNCCNS(=O)(=O)c1cccc2c1ccnc2
101,O=C1NC(=O)C(=C1c1nc(nc2c1cccc2)N1CCNCC1)c1c[nH]c2c1cccc2
102,Cc1ccc(cc1)n1nc(c2c1n(O)c1ccc(cc1c2=O)Cl)C
103,COc1c(ccc2c1CCC(CC2)N1CCOCC1)Nc1ncc(c(n1)NC1C2C=CC(C1C(=O)N)C2)Cl
104,COc1ccccc1c1ccnc(n1)Nc1cccc(c1)S(=O)(=O)C
105,CN(CC(CNc1nccc(n1)c1c(nc2n1cco2)c1ccc(cc1)F)(C)C)C
106,CSc1nn(c(c1C(=O)N)N)c1ccccn1
107,O=C(Nc1cccc(c1)C(F)(F)F)Nc1ccc(cc1)c1noc2c1c(N)ncn2
108,COc1ccc(cc1Nc1nccc(n1)c1c(nc2n1ccs2)c1cccc(c1)NC(=O)c1c(F)cccc1F)CN(C)C
109,Clc1ccc(cc1)CNC(=O)c1sc2c(c1)c([nH]n2)c1ccccc1
110,Nc1n[nH]c2c1cc(cc2)c1nnn(c1c1ccccc1)Cc1ccccc1
111,CN1CCC(CC1)NC(=O)c1sc2c(c1)c([nH]n2)c1ccccc1
112,O=C(c1ccc2c(c1)nc1c(n2)[nH]c2c1cccc2)NC(C)(C)C
113,Clc1ccc(cc1)CNc1ccc2n(n1)c(nn2)c1ccccc1
114,CNC(=O)c1ccccc1Sc1ccc2c(c1)[nH]nc2C=Cc1ccccn1
115,COc1ccc2c(c1)nccc2NC(=O)Nc1nccc(c1)C(F)(F)F
116,CCCC(=O)Nc1nn(c2c1cc1ccccc1n2)C(=O)CC
117,O=C(CCn1c2c(c3c1cccc3)c1CNC(=O)c1c1c2[nH]c2c1cccc2)NCC1COCC1
118,CCN(CCCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NC(C)(C)C)CC
119,OCCn1ncc(c1)c1cnc2c(n1)n(nn2)Cc1ccc2c(c1)cccn2
120,NCC1CCC(CC1)CNc1nc(ncc1[N+](=O)[O-])NCc1ccccc1Cl
121,CC(Nc1c(nc2n1cccn2)c1ccc2c(c1)cn[nH]2)C
122,OCCCNc1ncnc2c1c(c[nH]2)c1ccccc1
123,NC(Cc1c[nH]c2c1cccc2)COc1cncc(c1)c1ccc2c(c1)c(C)[nH]n2
124,CN(Cc1ccn2c(c1O)nc(cc2=O)C)C
125,OC1CCC(CC1)n1nc(c2c1ncnc2N)I
126,Fc1cccc(c1)C(=O)Nc1ccc2c(c1)cn[nH]2
127,Cc1ccc(cc1)c1cc2c([nH]1)ncc(n2)Br
128,O=C1CCCc2c1c(=O)c1c(o2)cc(cc1)C(F)(F)F
129,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)c1csc2c1c(N)ncc2C#CCNS(=O)(=O)C
130,COc1cccc(c1)C(NC(=O)c1ccc(c(c1)C)c1ccncc1)C
131,COc1cc2ncnc(c2cc1CN1CC(C1)C(=O)N)Nc1cccc(c1F)Cl
132,NCCCNCCCNC1=C(C(=O)NC1=O)c1cc2c([nH]1)cccc2
133,COc1cc(C)c(cc1NC(=O)Nc1cnc(cn1)C#N)Cl
134,O=C(Nc1ccccc1C)Nc1ccc(cc1)c1coc2c1c(N)ncn2
135,O=C1CC(C)(C)CC2=C1C(C1=C(C)NNC1=N2)c1ccccc1F
136,Nc1ncnc2c1c(nn2C1CCCC1)c1cnc2c(c1)cc[nH]2
137,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2ccccc2[nH]1
138,CCN(C1CC2OC(C1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O)C
139,O=c1nc(cc([nH]1)c1ccccc1)c1ccc2c(c1)cn[nH]2
140,Cc1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
141,O=C(C(Cc1c[nH]c2c1cccc2)N)Nc1cncc(c1)C=Cc1ccncc1
142,CN(CCCC(=O)Nc1n[nH]c2c1cc(nn2)c1cccc(c1F)F)C
143,Nc1ccc(cc1)c1csc2c1c(N)ncc2C=Cc1nc2c([nH]1)cccc2
144,COc1cc2nc(NC3CCC(CC3)O)cnc2cc1OC
145,OCCn1nc(c2c1ncnc2N)c1ccc(c(c1)OCC)OC
146,O=C(c1c(F)cccc1F)Nc1cnc2c(c1)c(c[nH]2)c1ccccc1
147,Fc1ccc(cc1)c1nc2n(c1c1ccc3c(c1)n(CC1CC1)c(n3)N)ccs2
148,NCCCOc1cc2C(=O)NCc2c(c1)c1ccc(cc1)Nc1nc2c(o1)cc(cc2)Cl
149,COc1ccc(cc1O)C=C1SC(=NC1=O)Nc1ccccc1
150,O=C(Nc1cccc(c1)F)Nc1ccc(cc1)c1csc2c1c(N)ncc2c1cnn(c1)C(C(=O)N)(C)C
151,O=C(Nc1cc(ccc1F)C(F)(F)F)Nc1ccc(cc1)c1c(C)sc2c1c(N)ncn2
152,Clc1ccc(c(c1)Cl)CNC1=C(C(=O)C1=O)Nc1ccc2c(c1)cn[nH]2
153,Cn1ncc(c1)Nc1ncc(c(n1)Nc1ccccc1C(=O)N)Cl
154,COc1cc2ncnc(c2cc1CN(C1CCNC1=O)C)Nc1cccc(c1F)Cl
155,CCN(CC#Cc1cnc(c2c1scc2c1ccc(cc1)NC(=O)Nc1cccc(c1)C)N)CC
156,Clc1cccc(c1)C(CNC1=CC=NC(=O)C1=C1Nc2c(N1)cc(cc2C)N1CCOCC1)O
157,OCC(c1cc(Cl)cc(c1)Cl)NC(=O)c1ccc(cc1)c1ccncc1
158,OCC(CNc1nccc(n1)c1c(nc2n1ccnc2OC)c1ccc(cc1)F)(C)C
159,N#Cc1cnc(cn1)NC(=O)Nc1ccc2c(c1)ccc(c2)C(=O)O
160,O=C(Nc1cccc(c1)F)Nc1ccc(cc1)c1csc2c1c(N)ncc2c1ccc(nc1)C
161,COc1cccc(c1)CNC(=O)c1sc2c(c1)c([nH]n2)c1ccccc1
162,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)c1coc2c1c(N)ncn2
163,COCc1nnn(c1C(=O)NNC(=C1C=CC(=O)C=C1O)C)c1nonc1N
164,COC1C(CC2OC1(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O)N(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
165,Clc1nc(NC2CCC(CC2)NS(=O)(=O)C)nc(c1)c1c[nH]c2c1cccn2
166,CCN(CCNC(=O)c1c(C)[nH]c(c1C)C=C1C(=O)Nc2c1cc(F)cc2)CC
167,CN1CCN(CC1)c1ccc(cc1)Nc1ncc2c(n1)n(C1CCCC1)c(n2)Nc1ccccc1
168,CN(C1CCN(CC1)c1ccc(nc1)Nc1nccc(n1)c1c([nH]nc1C(F)(F)F)C(C)C)C
169,COc1cc(ccc1O)C=C1SC(=O)NC1=O
170,CN1CCC(CC1)NC(=O)c1cnc(nc1NC1CCCC1)NCc1cc(Cl)ccc1Cl
171,OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc2c1cccc2
172,Oc1ccc(c(c1)Cl)n1cc(C(=O)N)c(=O)c2c1cc(cc2)c1ccncc1
173,NNC(=O)c1cn(c2ccc(cc2C)O)c2c(c1=O)ccc(c2)c1ccncc1
174,COc1cc(ccc1C(=O)NC(c1cccc(c1)OC)C)c1ccncc1F
175,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)c1csc2c1c(N)ncc2c1cnn(c1)C(C(=O)N(C)C)C
176,Cc1oc(=O)c2c(n1)c1c(Cl)ccc(c1s2)Br
177,NC(=O)c1ccc(cc1)c1c[nH]c2c1c(Cl)ccn2
178,Nc1nn2c(n1)cc(cc2)c1cncc(c1)S(=O)(=O)NC(C)(C)C
179,Nc1ncnc2c1c(nn2C(C)C)c1ccc2c(c1)[nH]cc2
180,OCC(Cn1nc(c2c1ncnc2N)c1ccc(c(c1)OC)OC)C
181,Cc1c(cccc1O)NC(=O)c1cnn2c1nccc2c1ccccc1
182,OCC(NN1C(=O)c2c(C1=O)c1c(c3c2c2cc(O)ccc2n3C2OC(CO)C(C(C2O)O)O)[nH]c2c1ccc(c2)O)CO
183,CC(Cc1noc(c1)c1ccc2c(c1)c(N)n[nH]2)C
184,c1ccc(cc1)C1CCc2c(C1)cn[nH]2
185,O=C(Nc1cccc(c1)Br)Nc1ccc(cc1)c1csc2c1c(N)ncc2
186,OCC(CNc1nccc(n1)c1c(nc2n1ccnc2Cl)c1ccc(cc1)F)(C)C
187,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)c1coc2c1c(N)ncn2
188,COc1nccc(n1)c1c(ncn1C1CCC(CC1)O)c1ccc(cc1)F
189,OCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CCCN=C(N)N)CCCN=C(N)N)CCCN=C(N)N)CCCN=C(N)N)NC(=O)C(NC(=O)C(NS(=O)(=O)c1cccc2c1ccnc2)C)C
190,OCC1OC(C(C(C1OC)O)O)n1c2c(Cl)cccc2c2c1c1[nH]c3c(c1c1c2C(=O)N(C1=O)C)cccc3Cl
191,NC(=O)C1C2C=CC(C1Nc1nc(ncc1Br)Nc1cnn(c1)C)C2
192,CN1CCC(CC1)NC(=O)c1cnc(nc1NC1COCC1O)Nc1cc(Cl)cc(c1)Cl
193,N#CC1=C(N)Oc2c(C1c1ccccc1F)c([nH]n2)C(C)(C)C
194,Clc1ccc2c(c1)c(c1ccccc1)c(c(=O)[nH]2)N
195,O=C(C1CCC(CC1)C(N)C)Nc1ccnc2c1cc[nH]2
196,O=C(Cc1cccc2c1cccc2)NNC1=C2C=CC(=O)C(=C2CCC1)C
197,O=c1nc2sccc2c([nH]1)N
198,NC(Cc1c[nH]c2c1cccc2)COc1cncc(c1)c1sc2c(c1)ccnc2
199,O=C(C1CCCN1)Nc1ccc(cc1)c1ccnc(n1)Nc1ccc(cc1)N1CCOCC1
200,Fc1ccc(c(c1)F)c1nc2n(c1c1ccnc(n1)NCCC(O)(C)C)ccnc2C
201,COc1ccc(cc1Cl)NC(=O)Nc1ccc(cc1)c1cccc2c1c(N)no2
202,NC(Cc1c[nH]c2c1cccc2)COc1cc(cnc1Cl)C=Cc1ccncc1
203,CCOC(=O)c1ccc2c(c1)c1CCNC(=O)c1[nH]2
204,O=C(Cc1ccccc1)Nc1cccc(c1)c1nc2n(c1c1ccnc(n1)Nc1ccc(cc1)N1CCOCC1)ccs2
205,Fc1ccc(cc1)c1nc2n(c1c1ccnc(n1)NC1CCNCC1)cco2
206,O=C(Nc1ccc(cc1C)c1cccc2c1CNC2=O)Nc1cccc(c1)C
207,COc1cc(ccc1OC)C=C1SC(=NC1=O)Nc1ccccc1
208,O=C(Nc1ccnc2c1ccc(c2)OC(F)F)Nc1cccc(n1)C(F)(F)F
209,FC1=CC(=C2NN(c3c2c(N)ncn3)C(C)C)C=CC1=O
210,CCCC(=O)Nc1n[nH]c2c1cc(cc2)c1nnn(c1c1ccccc1)Cc1ccccc1
211,Clc1nc(NC2CCOCC2)nc(c1)c1c[nH]c2c1cccn2
212,CC(N(C(=O)Nc1ccc2c(c1)nc(c(n2)c1ccco1)c1ccco1)C(C)C)C
213,OCCC(c1ccccc1)Nc1sc2c(n1)ccc(c2)c1ccncc1
214,N#Cc1ccc2c(c1)n(cn2)c1cncc(n1)NC(c1ccccc1F)C
215,CCc1ccc2c(c1)nccc2NC(=O)Nc1cccc(n1)C(F)(F)F
216,N#Cc1cnc2c(c1c1ccccc1)c(C)[nH]n2
217,COc1cc2c(cc1OC)ncn2c1cc(c(s1)C(=O)N)OCc1ccccc1C(F)(F)F
218,CN1CCN(CC1)CCCNc1cccc(n1)c1nc2c([nH]1)cccc2C(=O)N
219,COc1cc2c(cc1OC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1ccccc1
220,O=C(CCn1c2c(c3c1cccc3)c1CNC(=O)c1c1c2[nH]c2c1cccc2)NCCN1CCCCC1
221,CC(Nc1nccc(n1)Nc1ncc(s1)c1ccccc1)C
222,CN(c1cc2sncc2cc1NC(=O)C(=O)O)C
223,O=C(c1ccncc1)Nc1n[nH]c2c1cc1ccccc1n2
224,O=C(Nc1ccnc2c1cccc2C(F)(F)F)Nc1cccc(n1)N1CCOCC1
225,OCC(COc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N)O
226,CCC1N(C2CCCC2)c2nc(ncc2N(C1=O)C)Nc1ccc(cc1OC)C(=O)NC1CCN(CC1)C
227,COCCN(C(=O)c1n(nnc1c1ccc2c(c1)cn[nH]2)Cc1ccccc1)C
228,OCC(=O)N1CCC(C(C1)N(c1ncnc2c1cc[nH]2)C)C
229,Clc1cc(NC2CCCCC2)nc(n1)c1c[nH]c2c1cccn2
230,CCCC(=O)Nc1cccc(c1)c1nc(Nc2ccc3c(c2)cn[nH]3)c2c(n1)ccc(c2)OCCN1CCCC1
231,c1ccc(cc1)Nc1scc(n1)c1ccc2c(c1)cn[nH]2
232,CCOc1nc(cc(c1C#N)N)C(=O)NCc1ccncc1
233,O=C(Nc1cc(C)cc(c1)C)Nc1ccc(c(c1)C(F)(F)F)c1cccc2c1CNC2=O
234,Nc1[nH]nc2c1c(c1ccccc1)c(nn2)c1ccccc1
235,Fc1cccc(c1)CNc1ncnc2c1[nH]cn2
236,[O-][N+](=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1C(=O)O
237,COc1cc(ccc1O)C=C1SC(=S)NC1=O
238,CCCC(=O)Nc1nc(Cl)cc(c1)c1c[nH]c2c1cccn2
239,CCNc1nc(c(s1)c1ccnc(n1)Nc1ccc(cc1)N1CCN(CC1)C(=O)C)C
240,Nc1ncnc2c1c(cn2C1CC(C1)CN1CCCC1)c1cccc(c1)OCc1ccccc1
241,S=C(Nc1ccc(cc1)F)NNC(=O)C(c1ccccc1)(c1ccccc1)O
242,CNC(=O)NC1CCC(CC1)Nc1nc(Cl)cc(n1)c1c[nH]c2c1cccn2
243,NC1CCCCC1Nc1ccc(c(n1)Nc1cccc(c1)Cl)C(=O)N
244,OC(=O)CCOc1ccc(cc1)n1nc(cc1NC(=O)C(=O)c1cccc2c1cccc2)C(C)(C)C
245,Brc1ccc(cc1O)c1nn(c2c1c(N)ncn2)C(C)C
246,Clc1ccc(cc1)Oc1cncc2c1cc(s2)c1nnc(o1)N
247,NCCN(S(=O)(=O)c1cccc2c1cccc2N(C)C)c1cncc(c1)c1ccc2c(c1)ccnc2
248,CCOC(=O)c1cn(c2ccc(cc2C)O)c2c(c1=O)ccc(c2)c1ccncc1
249,COc1cccc2c1Nc1cc(ccc1C(=O)N2)Nc1ccncc1
250,N#Cc1ccc(cc1)C(=O)Nc1n[nH]c2c1cc(cc2)c1nnn(c1)Cc1ccccc1
251,O=C1C(=Cc2ccccn2)CSCC1=Cc1ccccn1
252,Nc1ccc2c(c1)nn(c2C(=O)O)c1ccccc1
253,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)c1cccc(c1)C(=O)N
254,O=C(C(Cc1cccc2c1cccc2)N)Nc1cncc(c1)C=Cc1ccncc1
255,CC(COc1cnc(c(c1)C=Cc1ccncc1)Cl)N
256,Nc1ncnc2c1c(nn2C(C)C)c1ccc2c(c1)ccn2C(=O)OC(C)(C)C
257,COc1cc(ccc1OC)C=C1C(=O)ON=C1c1ccc(cc1)Br
258,COc1cccc(c1)C(NC(=O)c1sc(nc1C)c1ccncc1)C
259,COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2
260,COCCn1nc(c(c1)c1ccncn1)c1ccc(cc1)Cl
261,CCN1CCC(CC1)n1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1cn(c2c1cccc2)C
262,NC(Cc1cccc(c1)OC(F)(F)F)COc1cncc(c1)c1ccc2c(c1)c(C)[nH]n2
263,N#Cc1ncc2nc1OCCCCOc1c(NC(=O)N2)cc(Cl)c(c1)NCc1cncs1
264,OCCCc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N
265,CS(=O)(=O)NCCOc1cncc(c1)c1ccc2c(c1)ccnc2
266,OC(=O)C1CN(C1)Cc1ccc(cc1C)OCc1ccc(c(c1)Cl)Cl
267,CN1CCN(CC1)c1ccc(cc1C)Nc1ncc(c(n1)NC1C2C=CC(C1C(=O)N)C2)F
268,Nc1ncnc2c1sc1c2c(N)ncn1
269,O=C1NC(=O)C(=C1c1cn(c2c1cccc2)C1CCN(C1)Cc1ccccc1)c1cn(c2c1cccc2)C
270,CC(n1nc(c2c1ncnc2N)c1ccc2c(c1)nccn2)C
271,O=C1NC(=O)C(=C1)c1c(c2cc3c(s2)cccc3)n(c2c1cccc2)CCCNC1=NCCN1
272,O=C1NCCc2c1cc([nH]2)c1ccnc(c1)c1cnc2c(c1)cccc2
273,CCOc1nc(cc(c1C#N)N)C(=O)NCc1ccccc1S(=O)(=O)N
274,O=C(Nc1nc(c(s1)c1ccc(cc1)n1cccn1)C)NCCC(=O)Nc1noc(c1)C
275,Oc1ccc(c(c1)C)n1c2cc(Cl)ccc2c(=O)c2c1nc(N)nc2N
276,O=c1nc2sccc2c2n1[nH]c(n2)c1ccncc1
277,COc1ccc(cc1O)c1nn(c2c1c(N)ncn2)C1CCCC1
278,CNC(=O)c1cnc(c2c1scc2c1ccc(cc1)NC(=O)Nc1cccc(c1)Cl)N
279,Nc1n[nH]c2c1cc(cc2)c1nnn(c1I)Cc1ccccc1
280,O=C(Nc1cccc(c1)C(F)(F)F)Nc1ccc(cc1)c1cccc2c1c(C)[nH]n2
281,OCC(CNc1nccc(n1)c1c(nc2n1ccnc2OCC(F)(F)F)c1ccc(cc1)F)(C)C
282,O=C(C=Cc1cnc(c2c1scc2c1ccc(cc1)Br)N)NCCCn1cncc1
283,O=C(Cc1cccc(c1)Cl)Nc1ccc(cc1)c1c(Br)sc2c1c(N)ncn2
284,O=C(N=C1C=CC=C2C1=CC=CC2=O)NC1=CNC=CN1
285,N#CCC(=O)N1CCC(C(C1)c1ncc2n1c1cc[nH]c1nc2)C
286,OC(=O)c1ccccc1Nc1ccnc(n1)Nc1ccc2c(c1)[nH]nc2
287,N#Cc1c(=O)[nH]c(=O)c2-c1c1cc(Cl)ccc1oc2N
